T_small,T_over_2,first_zero_crossings_case2_s,first_maxima_case2_s
1.4185033534428872,0.7092516767214436,"[0.3546258345267741, 1.063877507962019, 1.7731291857788938, 2.4823808662247115, 3.191632547546838, 3.900884227992656, 4.610135905809531, 5.319387579244776]","[1.4192129599228487, 4.2548004538487]"
