t_s,t_over_T,theta_case1_rad,theta_case2_rad
4.669210638146172,3.291645822911456,0.10903841181011999,-0.025869254023695033
4.672049064066018,3.293646823411706,0.10866266384652486,-0.0270816454676945
4.6748874899858635,3.2956478239119558,0.10826973961690482,-0.02828975612627532
4.677725915905709,3.297648824412206,0.10785970123064358,-0.029493395033844634
4.680564341825555,3.299649824912456,0.10743261350235342,-0.03069237193165657
4.683402767745401,3.301650825412706,0.10698854394162931,-0.03188649729788836
4.686241193665246,3.3036518259129566,0.10652756274237803,-0.033075582377597015
4.689079619585092,3.3056528264132066,0.10604974277172298,-0.034259439212554685
4.691918045504938,3.307653826913457,0.1055551595584853,-0.03543788067096155
4.694756471424784,3.309654827413707,0.10504389128124601,-0.036610720477022955
4.697594897344629,3.311655827913957,0.10451601875598751,-0.03777777324039631
4.700433323264475,3.3136568284142074,0.10397162542331928,-0.03893885448549466
4.703271749184321,3.3156578289144574,0.1034107973352891,-0.040093780680645695
4.7061101751041665,3.3176588294147074,0.1028336231417798,-0.0412423692671045
4.708948601024012,3.319659829914958,0.10224019407649686,-0.04238443868790953
4.711787026943858,3.3216608304152078,0.10163060394254768,-0.04351980841658037
4.714625452863703,3.3236618309154573,0.10100494909761337,-0.04464829898565498
4.717463878783549,3.3256628314157077,0.10036332843871723,-0.04576973201505844
4.720302304703394,3.3276638319159577,0.09970584338659376,-0.04688393024029658
4.72314073062324,3.3296648324162077,0.0990325978696554,-0.04799071754047918
4.725979156543086,3.331665832916458,0.09834369830756523,-0.049089918966158164
4.7288175824629315,3.333666833416708,0.09763925359441593,-0.050181360766980834
4.731656008382777,3.335667833916958,0.09691937508151569,-0.05126487041915635
4.734494434302623,3.3376688344172085,0.09618417655978755,-0.05234027665272563
4.737332860222469,3.3396698349174585,0.09543377424178318,-0.05340740947863293
4.740171286142314,3.341670835417709,0.09466828674331192,-0.05446610021559787
4.74300971206216,3.343671835917959,0.09388783506469184,-0.05551618151677784
4.745848137982006,3.345672836418209,0.09309254257162397,-0.05655748739621959
4.748686563901852,3.3476738369184593,0.09228253497569054,-0.05758985325509835
4.751524989821697,3.3496748374187093,0.09145794031448456,-0.05861311590773497
4.754363415741543,3.3516758379189593,0.09061888893137153,-0.05962711360738984
4.757201841661389,3.3536768384192097,0.08976551345488462,-0.06063168607183205
4.7600402675812346,3.3556778389194597,0.08889794877776191,-0.06162667450867292
4.76287869350108,3.35767883941971,0.08801633203562237,-0.06261192164046823
4.765717119420926,3.35967983991996,0.08712080258528947,-0.06358727172957816
4.768555545340772,3.36168084042021,0.086211501982764,-0.06455257060278383
4.7713939712606175,3.3636818409204605,0.08528857396084676,-0.06550766567565901
4.774232397180463,3.3656828414207105,0.08435216440641957,-0.06645240597668843
4.777070823100309,3.3676838419209605,0.08340242133738575,-0.06738664217113075
4.779909249020155,3.369684842421211,0.08243949487927142,-0.06831022658462564
4.78274767494,3.371685842921461,0.08146353724149602,-0.06922301322653573
4.785586100859845,3.3736868434217104,0.0804747026933137,-0.07012485781302227
4.788424526779691,3.375687843921961,0.07947314753942526,-0.07101561778985457
4.791262952699537,3.377688844422211,0.0784590300952737,-0.07189515235494125
4.7941013786193825,3.379689844922461,0.07743251066201902,-0.07276332248058695
4.796939804539228,3.3816908454227113,0.07639375150119804,-0.07361999093546975
4.799778230459074,3.3836918459229612,0.07534291680907673,-0.07446502230633242
4.80261665637892,3.385692846423211,0.07428017269069655,-0.07529828301938649
4.805455082298765,3.3876938469234616,0.07320568713361655,-0.07611964136142757
4.808293508218611,3.3896948474237116,0.07211962998136057,-0.07692896750065456
4.811131934138457,3.391695847923962,0.071022172906571,-0.07772613350719143
4.813970360058303,3.393696848424212,0.06991348938387071,-0.07851101337331033
4.816808785978148,3.395697848924462,0.06879375466244299,-0.079283483033349
4.819647211897994,3.3976988494247125,0.06766314573833082,-0.0800434203833211
4.82248563781784,3.3996998499249624,0.0665218413264573,-0.08079070530021841
4.8253240637376855,3.4017008504252124,0.06537002183237728,-0.08152521966099796
4.828162489657531,3.403701850925463,0.06420786932376159,-0.0822468473612532
4.831000915577377,3.405702851425713,0.06303556750161542,-0.08295547433356788
4.833839341497223,3.4077038519259633,0.06185330167124347,-0.08365098856554509
4.8366777674170685,3.4097048524262132,0.06066125871295641,-0.0843332801175144
4.839516193336914,3.4117058529264632,0.05945962705253179,-0.08500224113990938
4.84235461925676,3.4137068534267136,0.05824859663143073,-0.08565776589031478
4.845193045176606,3.4157078539269636,0.05702835887677182,-0.08629975075018236
4.848031471096451,3.4177088544272136,0.05579910667107339,-0.08692809424120918
4.850869897016297,3.419709854927464,0.05456103432176564,-0.08754269704137779
4.853708322936143,3.421710855427714,0.0533143375304745,-0.08814346200065705
4.856546748855988,3.4237118559279636,0.05205921336208851,-0.08873029415635791
4.859385174775833,3.425712856428214,0.050795860213608525,-0.08930310074814429
4.862223600695679,3.427713856928464,0.049524477782787124,-0.08986179123269566
4.865062026615525,3.429714857428714,0.04824526703656218,-0.09040627729801937
4.867900452535371,3.4317158579289644,0.046958430179291445,-0.09093647287740943
4.870738878455216,3.4337168584292144,0.04566417062078811,-0.09145229416305206
4.873577304375062,3.4357178589294644,0.044362692944168905,-0.09195365961927258
4.876415730294908,3.437718859429715,0.043054202873516856,-0.09244048999542337
4.879254156214754,3.4397198599299648,0.04173890724136035,-0.09291270833841181
4.882092582134599,3.441720860430215,0.04041701395598028,-0.09337024000486381
4.884931008054445,3.443721860930465,0.03908873196854722,-0.09381301267292229
4.887769433974291,3.445722861430715,0.03775427124009032,-0.0942409563536798
4.8906078598941365,3.4477238619309656,0.03641384270830999,-0.09465400340224131
4.893446285813982,3.4497248624312156,0.03506765825423614,-0.0950520885284164
4.896284711733828,3.4517258629314655,0.03371593066873365,-0.09543514880704054
4.899123137653674,3.453726863431716,0.032358873618869605,-0.09580312368792067
4.901961563573519,3.455727863931966,0.030996701614136347,-0.09615595500540716
4.904799989493365,3.4577288644322164,0.029629629972545177,-0.0964935869875877
4.907638415413211,3.4597298649324664,0.0282578747865923,-0.09681596626510283
4.910476841333057,3.4617308654327164,0.026881652889098853,-0.09712304187958265
4.913315267252902,3.463731865932967,0.025501181818937343,-0.0974147652917014
4.916153693172748,3.4657328664332168,0.02411667978664658,-0.09769109038884992
4.918992119092594,3.4677338669334667,0.02272836563993685,-0.09795197349242507
4.9218305450124396,3.469734867433717,0.02133645882909791,-0.09819737336473379
4.924668970932285,3.471735867933967,0.019941179372311754,-0.09842725121551127
4.92750739685213,3.4737368684342167,0.018542747820872462,-0.0986415707080529
4.930345822771976,3.475737868934467,0.017141385224323326,-0.09884029796495807
4.933184248691822,3.477738869434717,0.0157373130955192,-0.09902340157348449
4.936022674611667,3.479739869934967,0.014330753375608086,-0.09919085259051436
4.938861100531513,3.4817408704352175,0.012921928398950575,-0.09934262454712901
4.941699526451359,3.4837418709354675,0.01151106085797672,-0.09947869345279281
4.9445379523712045,3.4857428714357175,0.01009837376798274,-0.0995990377991455
4.94737637829105,3.487743871935968,0.008684090431880292,-0.099703638563402
4.950214804210896,3.489744872436218,0.007268434404900233,-0.09979247921135914
4.953053230130742,3.4917458729364683,0.005851629459252953,-0.09986554570000944
4.9558916560505875,3.4937468734367183,0.004433899548757978,-0.0999228264797608
4.958730081970433,3.4957478739369683,0.0030154687734448805,-0.0999643124962621
4.961568507890279,3.4977488744372187,0.0015965613441274627,-0.09998999719183443
4.964406933810125,3.4997498749374687,0.00017740154696404645,-0.09999987650650777
4.96724535972997,3.5017508754377187,-0.0012417862919941543,-0.09999394887866253
4.970083785649816,3.503751875937969,-0.0026607778422649735,-0.09997221524527665
4.972922211569662,3.505752876438219,-0.00407934880439192,-0.09993467904177727
4.975760637489508,3.5077538769384695,-0.005497274945401913,-0.09988134620149786
4.978599063409353,3.5097548774387195,-0.006914332134248501,-0.0998122251547402
4.981437489329199,3.5117558779389695,-0.008330296377238968,-0.09972732682744195
4.984275915249045,3.51375687843922,-0.009744943853443341,-0.09962666463944947
4.9871143411688905,3.51575787893947,-0.011158050950072468,-0.09951025450239658
4.989952767088736,3.51775887943972,-0.01256939429782321,-0.09937811481718949
4.992791193008582,3.5197598799399703,-0.013978750806188751,-0.09923026647109806
4.995629618928428,3.5217608804402203,-0.015385897698721212,-0.09906673283445418
4.998468044848273,3.52376188094047,-0.016790612548244266,-0.09888753975695787
5.001306470768118,3.5257628814407203,-0.018192673312016083,-0.09869271556359072
5.004144896687964,3.5277638819409702,-0.01959185836682396,-0.098482291050139
5.00698332260781,3.52976488244122,-0.02098794654401664,-0.09825629947832579
5.0098217485276555,3.5317658829414706,-0.022380717164466324,-0.09801477657055302
5.012660174447501,3.5337668834417206,-0.02376995007345013,-0.09775776050425493
5.015498600367347,3.5357678839419706,-0.025155425675448716,-0.09748529190586372
5.018337026287193,3.537768884442221,-0.02653692496886001,-0.09719741384438724
5.021175452207038,3.539769884942471,-0.027914229580615513,-0.09689417182460129
5.024013878126884,3.5417708854427215,-0.02928712180069731,-0.096575613779857
5.02685230404673,3.5437718859429714,-0.030655384616553722,-0.09624179006450348
5.029690729966576,3.5457728864432214,-0.03201880174740123,-0.09589275344592861
5.032529155886421,3.547773886943472,-0.03337715767841077,-0.09552855909621838
5.035367581806267,3.549774887443722,-0.034730237694776726,-0.09514926458343517
5.038206007726113,3.551775887943972,-0.0360778279156538,-0.09475492986251888
5.0410444336459586,3.5537768884442222,-0.0374197153279677,-0.09434561726580903
5.043882859565804,3.555777888944472,-0.03875568782008495,-0.0939213914931923
5.04672128548565,3.5577788894447226,-0.0400855342153401,-0.09348231960187575
5.049559711405496,3.5597798899449726,-0.041409044305418655,-0.09302847099578644
5.0523981373253415,3.5617808904452226,-0.042726008883583466,-0.09255991741460114
5.055236563245187,3.563781890945473,-0.044036219777742844,-0.09207673292240681
5.058074989165033,3.565782891445723,-0.0453394698833585,-0.09157899389599256
5.060913415084879,3.567783891945973,-0.04663555319618132,-0.09106677901277724
5.063751841004724,3.5697848924462234,-0.047924264844813325,-0.09054016923837327
5.06659026692457,3.5717858929464734,-0.04920540112309379,-0.08999924781378764
5.069428692844415,3.573786893446723,-0.05047875952229752,-0.0894441002422646
5.072267118764261,3.5757878939469734,-0.05174413876314577,-0.08887481427577004
5.0751055446841065,3.5777888944472234,-0.05300133882762225,-0.08829147990112057
5.077943970603952,3.5797898949474733,-0.05425016099059037,-0.08769418932575919
5.080782396523798,3.5817908954477238,-0.05549040785120422,-0.08708303696318076
5.083620822443644,3.5837918959479738,-0.05672188336411366,-0.08645811941800703
5.086459248363489,3.5857928964482237,-0.05794439287045221,-0.08581953547071701
5.089297674283335,3.587793896948474,-0.05915774312860559,-0.08516738606203315
5.092136100203181,3.589794897448724,-0.060361742344759446,-0.08450177427696477
5.094974526123027,3.5917958979489746,-0.061556200203215054,-0.08382280532851387
5.097812952042872,3.5937968984492246,-0.06274092789647147,-0.08313058654104474
5.100651377962718,3.5957978989494745,-0.06391573815507232,-0.0824252273333182
5.103489803882564,3.597798899449725,-0.06508044527720629,-0.0817068392011962
5.1063282298024095,3.599799899949975,-0.06623486515806008,-0.08097553570001853
5.109166655722255,3.601800900450225,-0.06737881531892201,-0.08023143242665158
5.112005081642101,3.6038019009504754,-0.06851211493602374,-0.07947464700121772
5.114843507561947,3.6058029014507254,-0.06963458486912534,-0.07870529904850165
5.1176819334817925,3.6078039019509758,-0.07074604768983092,-0.07792351017904199
5.120520359401638,3.6098049024512258,-0.07184632770963366,-0.07712940396990901
5.123358785321484,3.6118059029514757,-0.07293525100768883,-0.07632310594516951
5.12619721124133,3.613806903451726,-0.0740126454583044,-0.07550474355604596
5.129035637161175,3.615807903951976,-0.07507834075814793,-0.074674446160771
5.131874063081021,3.617808904452226,-0.07613216845316823,-0.07383234500413849
5.134712489000867,3.6198099049524766,-0.07717396196522187,-0.07297857319675835
5.137550914920713,3.6218109054527265,-0.07820355661840328,-0.07211326569401655
5.140389340840557,3.623811905952976,-0.07922078966507652,-0.07123655927474158
5.143227766760403,3.6258129064532265,-0.08022550031160088,-0.07034859251958359
5.146066192680249,3.6278139069534765,-0.081217529743745,-0.06944950578911123
5.148904618600095,3.6298149074537265,-0.08219672115179343,-0.06853944120162242
5.15174304451994,3.631815907953977,-0.08316291975533227,-0.0676185426106808
5.154581470439786,3.633816908454227,-0.0841159728277145,-0.06668695558237757
5.157419896359632,3.635817908954477,-0.08505572972020302,-0.06574482737232039
5.160258322279478,3.6378189094547273,-0.08598204188578285,-0.06479230690235752
5.163096748199323,3.6398199099549773,-0.08689476290264105,-0.0638295447370386
5.165935174119169,3.6418209104552277,-0.08779374849731326,-0.06285669305981334
5.168773600039015,3.6438219109554777,-0.08867885656748804,-0.06187390564897682
5.1716120259588605,3.6458229114557277,-0.08954994720446824,-0.060881337853362506
5.174450451878706,3.647823911955978,-0.09040688271528802,-0.05987914656778453
5.177288877798552,3.649824912456228,-0.091249527644476,-0.05886749020823953
5.180127303718398,3.651825912956478,-0.09207774879546834,-0.05784652868686392
5.182965729638243,3.6538269134567285,-0.09289141525166235,-0.05681642338665756
5.185804155558089,3.6558279139569785,-0.0936903983971097,-0.05577733713597476
5.188642581477935,3.657828914457229,-0.09447457193684812,-0.05472943418278447
5.191481007397781,3.659829914957479,-0.09524381191686411,-0.05367288016870837
5.194319433317626,3.661830915457729,-0.09599799674368556,-0.052607842102839
5.197157859237472,3.6638319159579793,-0.09673700720360343,-0.05153448833533885
5.199996285157318,3.6658329164582293,-0.09746072648151505,-0.05045298853083017
5.2028347110771636,3.6678339169584793,-0.09816904017938849,-0.04936351364157713
5.205673136997009,3.6698349174587297,-0.09886183633434661,-0.04826623588046159
5.208511562916855,3.6718359179589797,-0.09953900543636439,-0.04716132869376241
5.2113499888367,3.673836918459229,-0.10020044044557834,-0.04604896673374009
5.214188414756546,3.6758379189594796,-0.10084603680920824,-0.044929325831026455
5.217026840676391,3.6778389194597296,-0.10147569247808193,-0.04380258296683395
5.219865266596237,3.6798399199599796,-0.1020893079227665,-0.04266891624498006
5.222703692516083,3.68184092046023,-0.10268678614930173,-0.041528504863732815
5.2255421184359285,3.68384192096048,-0.10326803271453132,-0.040381529087486025
5.228380544355774,3.68584292146073,-0.10383295574103102,-0.039228170218265884
5.23121897027562,3.6878439219609804,-0.10438146593163264,-0.03806861056707071
5.234057396195466,3.6898449224612304,-0.10491347658353874,-0.03690303342505405
5.2368958221153115,3.691845922961481,-0.1054289036020272,-0.035731623034552934
5.239734248035157,3.693846923461731,-0.10592766551374502,-0.034554564559962794
5.242572673955003,3.695847923961981,-0.10640968347958633,-0.033372044058469545
5.245411099874849,3.6978489244622312,-0.10687488130715393,-0.03218424845064063
5.248249525794694,3.699849924962481,-0.10732318546280409,-0.030991365490876208
5.25108795171454,3.701850925462731,-0.10775452508326885,-0.02979358373773358
5.253926377634386,3.7038519259629816,-0.10816883198685828,-0.02859109252411944
